ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/7/18,27.5,8,1,0.0,0,8,1,薄曇一時晴,8,1,32.2,8,1,23.1,8,1,0,1,8,1,19.8,8,1,0.5,0,8,1,曇一時雨,8,1,21.4,8,1,18.4,8,1,0,1,8,1,28.5,8,1,1.0,0,8,1,曇,8,1,32.9,8,1,25.3,8,1,0,1,8,1,25.6,8,1,2.0,8,1,,0,1,30.5,8,1,18.5,8,1,0,8,1,29.8,8,1,2.5,0,8,1,晴時々曇一時雨,8,1,32.4,8,1,27.8,8,1,0,1,8,1
2022/7/19,27.4,8,1,0.0,0,8,1,雨時々曇,8,1,31.6,8,1,25.6,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,曇後晴,8,1,28.9,8,1,17.9,8,1,0,1,8,1,27.6,8,1,19.0,0,8,1,雨後時々曇,8,1,29.3,8,1,26.4,8,1,0,1,8,1,25.5,8,1,137.0,8,1,,0,1,28.1,8,1,24.1,8,1,0,8,1,30.0,8,1,1.5,0,8,1,薄曇時々晴一時雨,8,1,32.7,8,1,28.6,8,1,0,1,8,1
2022/7/20,29.7,8,1,0.0,0,8,1,薄曇,8,1,34.5,8,1,24.8,8,1,0,1,8,1,22.9,8,1,1.5,0,8,1,曇一時雨後晴,8,1,27.2,8,1,20.9,8,1,0,1,8,1,28.7,8,1,0.0,0,8,1,晴一時曇,8,1,32.8,8,1,25.7,8,1,0,1,8,1,25.3,8,1,13.5,8,1,,0,1,28.2,8,1,22.9,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴,8,1,33.0,8,1,28.8,8,1,0,1,8,1
2022/7/21,28.1,8,1,0.0,0,8,1,薄曇後一時雨,8,1,32.8,8,1,25.0,8,1,0,1,8,1,21.8,8,1,0,1,8,1,曇後晴,8,1,25.8,8,1,19.6,8,1,0,1,8,1,28.3,8,1,0.0,0,8,1,曇一時雨,8,1,32.6,8,1,25.7,8,1,0,1,8,1,26.3,8,1,3.5,8,1,,0,1,28.1,8,1,24.0,8,1,0,8,1,30.3,8,1,0,1,8,1,晴,8,1,32.7,8,1,28.7,8,1,0,1,8,1
2022/7/22,28.3,8,1,1.5,0,8,1,曇時々晴一時雨,8,1,32.8,8,1,26.1,8,1,0,1,8,1,22.0,8,1,2.0,0,8,1,曇,8,1,26.7,8,1,18.5,8,1,0,1,8,1,28.0,8,1,13.5,0,8,1,晴,8,1,31.6,8,1,24.7,8,1,0,1,8,1,23.5,8,1,3.0,8,1,,0,1,27.3,8,1,19.0,8,1,0,8,1,30.4,8,1,0,1,8,1,晴,8,1,33.2,8,1,28.6,8,1,0,1,8,1
2022/7/23,28.7,8,1,0,1,8,1,晴,8,1,33.6,8,1,25.1,8,1,0,1,8,1,21.2,8,1,7.5,0,8,1,雨後曇,8,1,24.2,8,1,19.4,8,1,0,1,8,1,27.2,8,1,0.0,0,8,1,晴一時曇,8,1,31.5,8,1,24.3,8,1,0,1,8,1,23.7,8,1,0.0,8,1,,0,1,29.6,8,1,18.4,8,1,0,8,1,30.4,8,1,0.0,0,8,1,晴一時雨,8,1,33.6,8,1,28.8,8,1,0,1,8,1
2022/7/24,28.3,8,1,0,1,8,1,晴時々曇,8,1,32.8,8,1,24.9,8,1,0,1,8,1,20.9,8,1,0,1,8,1,曇後晴,8,1,23.5,8,1,19.3,8,1,0,1,8,1,28.0,8,1,0,1,8,1,晴,8,1,33.2,8,1,22.9,8,1,0,1,8,1,24.4,8,1,0.5,8,1,,0,1,29.7,8,1,18.7,8,1,0,8,1,30.6,8,1,0.0,0,8,1,晴一時薄曇,8,1,33.4,8,1,28.7,8,1,0,1,8,1
2022/7/25,29.2,8,1,0.0,0,8,1,晴時々薄曇,8,1,33.5,8,1,25.5,8,1,0,1,8,1,21.2,8,1,0.0,0,8,1,曇後一時晴,8,1,23.7,8,1,18.7,8,1,0,1,8,1,30.1,8,1,0,1,8,1,晴一時曇,8,1,34.7,8,1,26.6,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,32.1,8,1,22.0,8,1,0,8,1,30.2,8,1,1.0,0,8,1,晴時々曇一時雨,8,1,33.3,8,1,28.5,8,1,0,1,8,1
2022/7/26,26.6,8,1,45.5,0,8,1,大雨時々曇,8,1,29.1,8,1,24.9,8,1,0,1,8,1,23.2,8,1,0,1,8,1,曇時々晴,8,1,27.8,8,1,19.1,8,1,0,1,8,1,31.2,8,1,0.0,0,8,1,晴時々薄曇,8,1,37.0,8,1,27.0,8,1,0,1,8,1,27.1,8,1,0.0,8,1,,0,1,32.5,8,1,22.3,8,1,0,8,1,28.6,8,1,61.0,0,8,1,大雨時々晴一時曇、雷を伴う,8,1,31.2,8,1,26.3,8,1,0,1,8,1
2022/7/27,29.4,8,1,0,1,8,1,曇時々晴,8,1,33.6,8,1,26.2,8,1,0,1,8,1,24.1,8,1,0,1,8,1,曇一時晴,8,1,28.9,8,1,21.9,8,1,0,1,8,1,29.7,8,1,0.0,0,8,1,曇一時雨後晴、雷を伴う,8,1,32.9,8,1,28.1,8,1,0,1,8,1,25.9,8,1,0.0,8,1,,0,1,32.8,8,1,21.1,8,1,0,8,1,29.3,8,1,0,1,8,1,晴,8,1,33.1,8,1,25.8,8,1,0,1,8,1
2022/7/28,28.8,8,1,1.0,0,8,1,晴時々薄曇,8,1,32.9,8,1,25.5,8,1,0,1,8,1,23.6,8,1,0.0,0,8,1,曇後一時晴,8,1,26.5,8,1,22.2,8,1,0,1,8,1,30.0,8,1,0.0,0,8,1,曇時々晴,8,1,35.4,8,1,26.8,8,1,0,1,8,1,26.7,8,1,0.0,8,1,,0,1,32.0,8,1,22.6,8,1,0,8,1,29.3,8,1,1.0,0,8,1,曇時々晴一時雨,8,1,32.2,8,1,28.0,8,1,0,1,8,1
2022/7/29,29.1,8,1,0,1,8,1,晴一時曇,8,1,33.9,8,1,24.6,8,1,0,1,8,1,24.3,8,1,0,1,8,1,薄曇一時晴,8,1,28.9,8,1,21.9,8,1,0,1,8,1,30.2,8,1,7.0,0,8,1,晴一時曇、雷を伴う,8,1,35.6,8,1,26.6,8,1,0,1,8,1,26.1,8,1,1.0,8,1,,0,1,30.1,8,1,23.4,8,1,0,8,1,29.8,8,1,0.0,0,8,1,晴時々薄曇,8,1,32.9,8,1,28.2,8,1,0,1,8,1
2022/7/30,29.9,8,1,0,1,8,1,晴,8,1,34.5,8,1,26.5,8,1,0,1,8,1,25.3,8,1,0,1,8,1,快晴,8,1,30.8,8,1,20.9,8,1,0,1,8,1,30.4,8,1,0.0,0,8,1,曇,8,1,35.5,8,1,26.3,8,1,0,1,8,1,25.4,8,1,2.0,8,1,,0,1,28.8,8,1,23.0,8,1,0,8,1,29.3,8,1,5.5,0,8,1,晴時々曇一時雨,8,1,33.5,8,1,27.1,8,1,0,1,8,1
2022/7/31,30.8,8,1,0,1,8,1,晴,8,1,35.0,8,1,27.2,8,1,0,1,8,1,26.0,8,1,0.0,0,8,1,晴後一時曇,8,1,32.9,8,1,21.6,8,1,0,1,8,1,30.7,8,1,0,1,8,1,晴,8,1,35.2,8,1,27.2,8,1,0,1,8,1,25.2,8,1,5.0,8,1,,0,1,27.7,8,1,22.7,8,1,0,8,1,27.4,8,1,37.5,0,8,1,曇後雨,8,1,30.3,8,1,25.7,8,1,0,1,8,1
2022/8/1,30.6,8,1,0.0,0,8,1,薄曇時々晴,8,1,35.9,8,1,27.1,8,1,0,1,8,1,22.8,8,1,21.0,0,8,1,雨一時曇,8,1,27.1,8,1,19.5,8,1,0,1,8,1,31.1,8,1,0,1,8,1,薄曇,8,1,35.0,8,1,27.8,8,1,0,1,8,1,27.2,8,1,0.0,8,1,,0,1,31.5,8,1,23.5,8,1,0,8,1,27.0,8,1,25.5,0,8,1,雨時々曇一時晴,8,1,29.8,8,1,24.1,8,1,0,1,8,1
2022/8/2,31.6,8,1,0.0,0,8,1,薄曇一時晴,8,1,35.9,8,1,27.6,8,1,0,1,8,1,22.9,8,1,0.5,0,8,1,曇時々晴一時雨,8,1,26.6,8,1,19.7,8,1,0,1,8,1,30.9,8,1,0,1,8,1,薄曇一時晴,8,1,35.5,8,1,27.9,8,1,0,1,8,1,27.6,8,1,0.0,8,1,,0,1,33.6,8,1,22.0,8,1,0,8,1,29.0,8,1,1.0,0,8,1,晴,8,1,31.9,8,1,26.4,8,1,0,1,8,1
2022/8/3,31.5,8,1,0.0,0,8,1,曇時々晴一時雨、雷を伴う,8,1,36.1,8,1,28.2,8,1,0,1,8,1,23.3,8,1,0.0,0,8,1,晴後曇,8,1,26.9,8,1,21.2,8,1,0,1,8,1,31.0,8,1,3.5,0,8,1,晴後一時曇,8,1,35.8,8,1,27.2,8,1,0,1,8,1,26.9,8,1,0.0,8,1,,0,1,33.0,8,1,22.6,8,1,0,8,1,28.6,8,1,4.0,0,8,1,晴時々雨一時曇,8,1,30.6,8,1,27.0,8,1,0,1,8,1
2022/8/4,24.6,8,1,18.0,0,8,1,曇時々雨、雷を伴う,8,1,29.7,8,1,22.2,8,1,0,1,8,1,23.1,8,1,0,1,8,1,晴時々薄曇,8,1,28.0,8,1,19.8,8,1,0,1,8,1,29.9,8,1,2.5,0,8,1,晴時々曇,8,1,34.2,8,1,26.5,8,1,0,1,8,1,26.7,8,1,0.0,8,1,,0,1,31.3,8,1,22.3,8,1,0,8,1,29.5,8,1,0.0,0,8,1,晴,8,1,32.8,8,1,26.4,8,1,0,1,8,1
2022/8/5,23.8,8,1,0.0,0,8,1,曇,8,1,27.7,8,1,21.6,8,1,0,1,8,1,21.7,8,1,0,1,8,1,晴,8,1,25.8,8,1,19.0,8,1,0,1,8,1,28.5,8,1,1.5,0,8,1,曇時々晴一時雨、雷を伴う,8,1,32.1,8,1,26.0,8,1,0,1,8,1,25.1,8,1,7.0,8,1,,0,1,27.6,8,1,22.8,8,1,0,8,1,29.6,8,1,9.5,0,8,1,晴後一時雨,8,1,32.7,8,1,27.3,8,1,0,1,8,1
2022/8/6,25.2,8,1,0,1,8,1,曇,8,1,28.8,8,1,22.3,8,1,0,1,8,1,21.8,8,1,0,1,8,1,曇,8,1,25.4,8,1,18.9,8,1,0,1,8,1,28.8,8,1,16.0,0,8,1,曇一時雨後晴、雷を伴う,8,1,33.4,8,1,25.1,8,1,0,1,8,1,26.0,8,1,0.5,8,1,,0,1,31.7,8,1,22.3,8,1,0,8,1,29.4,8,1,0,1,8,1,晴時々薄曇、雷を伴う,8,1,32.5,8,1,27.1,8,1,0,1,8,1
2022/8/7,27.6,8,1,0.0,0,8,1,曇,8,1,33.0,8,1,24.4,8,1,0,1,8,1,22.7,8,1,0.0,0,8,1,曇一時雨後晴,8,1,26.0,8,1,20.5,8,1,0,1,8,1,30.1,8,1,0.0,0,8,1,晴一時曇,8,1,34.7,8,1,26.3,8,1,0,1,8,1,26.2,8,1,2.0,8,1,,0,1,31.9,8,1,21.7,8,1,0,8,1,29.7,8,1,0,1,8,1,晴,8,1,33.3,8,1,27.1,8,1,0,1,8,1
2022/8/8,29.8,8,1,0,1,8,1,晴,8,1,33.9,8,1,26.2,8,1,0,1,8,1,24.2,8,1,6.5,0,8,1,曇時々雨,8,1,27.8,8,1,22.3,8,1,0,1,8,1,30.8,8,1,0,1,8,1,晴後一時薄曇,8,1,34.9,8,1,27.4,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,32.7,8,1,20.9,8,1,0,8,1,30.0,8,1,0.0,0,8,1,晴,8,1,33.1,8,1,27.7,8,1,0,1,8,1
2022/8/9,30.9,8,1,0,1,8,1,薄曇後晴,8,1,35.7,8,1,27.7,8,1,0,1,8,1,24.9,8,1,23.5,0,8,1,曇一時晴,8,1,30.5,8,1,22.0,8,1,0,1,8,1,31.2,8,1,0,1,8,1,晴時々曇,8,1,35.6,8,1,28.7,8,1,0,1,8,1,27.0,8,1,0.0,8,1,,0,1,33.0,8,1,20.9,8,1,0,8,1,30.1,8,1,1.0,0,8,1,晴一時雨,8,1,33.1,8,1,28.4,8,1,0,1,8,1
2022/8/10,30.5,8,1,0,1,8,1,晴,8,1,35.3,8,1,27.5,8,1,0,1,8,1,23.9,8,1,0.0,0,8,1,曇一時雨,8,1,27.8,8,1,21.4,8,1,0,1,8,1,31.3,8,1,0,1,8,1,薄曇,8,1,35.8,8,1,28.7,8,1,0,1,8,1,27.3,8,1,0.0,8,1,,0,1,32.7,8,1,22.0,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴,8,1,33.0,8,1,27.8,8,1,0,1,8,1
2022/8/11,29.5,8,1,0,1,8,1,晴時々薄曇,8,1,34.3,8,1,26.8,8,1,0,1,8,1,23.8,8,1,7.0,0,8,1,晴後曇一時雨,8,1,29.4,8,1,19.5,8,1,0,1,8,1,31.1,8,1,0,1,8,1,晴一時薄曇,8,1,35.5,8,1,28.2,8,1,0,1,8,1,27.0,8,1,0.0,8,1,,0,1,32.6,8,1,22.0,8,1,0,8,1,29.6,8,1,8.5,0,8,1,曇時々晴一時雨,8,1,32.0,8,1,27.8,8,1,0,1,8,1
2022/8/12,28.3,8,1,2.0,0,8,1,曇時々雨一時晴,8,1,32.0,8,1,25.3,8,1,0,1,8,1,24.9,8,1,33.5,0,8,1,晴時々曇,8,1,29.1,8,1,21.0,8,1,0,1,8,1,30.6,8,1,0.5,0,8,1,曇後一時晴,8,1,34.0,8,1,28.3,8,1,0,1,8,1,24.9,8,1,0.0,8,1,,0,1,29.1,8,1,21.9,8,1,0,8,1,29.9,8,1,0.0,0,8,1,晴後一時雨,8,1,32.9,8,1,27.4,8,1,0,1,8,1
2022/8/13,25.5,8,1,47.5,0,8,1,雨一時曇、雷を伴う,8,1,28.6,8,1,23.8,8,1,0,1,8,1,24.8,8,1,0.0,0,8,1,晴後曇一時雨,8,1,28.8,8,1,20.9,8,1,0,1,8,1,30.4,8,1,0.0,0,8,1,曇時々晴,8,1,34.7,8,1,27.5,8,1,0,1,8,1,26.2,8,1,0.5,8,1,,0,1,30.2,8,1,23.2,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴一時雨,8,1,33.1,8,1,27.9,8,1,0,1,8,1
2022/8/14,28.2,8,1,0.0,0,8,1,曇,8,1,33.3,8,1,23.7,8,1,0,1,8,1,23.4,8,1,0.0,0,8,1,曇一時晴,8,1,26.1,8,1,21.0,8,1,0,1,8,1,30.8,8,1,0,1,8,1,曇一時晴,8,1,34.2,8,1,28.8,8,1,0,1,8,1,26.6,8,1,1.0,8,1,,0,1,31.9,8,1,22.5,8,1,0,8,1,29.8,8,1,10.5,0,8,1,晴一時雨,8,1,33.0,8,1,26.9,8,1,0,1,8,1
2022/8/15,29.4,8,1,0,1,8,1,薄曇,8,1,34.0,8,1,25.9,8,1,0,1,8,1,22.6,8,1,23.0,0,8,1,曇後時々雨,8,1,28.2,8,1,19.1,8,1,0,1,8,1,31.6,8,1,0,1,8,1,晴一時薄曇,8,1,36.3,8,1,28.5,8,1,0,1,8,1,26.0,8,1,21.0,8,1,,0,1,31.1,8,1,21.2,8,1,0,8,1,30.1,8,1,1.0,0,8,1,晴一時雨,8,1,33.1,8,1,27.6,8,1,0,1,8,1
2022/8/16,31.0,8,1,0.0,0,8,1,薄曇,8,1,36.4,8,1,27.9,8,1,0,1,8,1,21.6,8,1,82.0,0,8,1,大雨,8,1,25.4,8,1,18.9,8,1,0,1,8,1,30.9,8,1,8.0,0,8,1,曇一時雨,8,1,35.6,8,1,27.2,8,1,0,1,8,1,27.2,8,1,15.5,8,1,,0,1,30.7,8,1,24.1,8,1,0,8,1,30.6,8,1,0.0,0,8,1,晴,8,1,33.5,8,1,28.6,8,1,0,1,8,1
2022/8/17,27.3,8,1,5.0,0,8,1,雨時々曇一時晴,8,1,32.3,8,1,23.4,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,晴一時雨,8,1,27.0,8,1,20.6,8,1,0,1,8,1,27.2,8,1,5.5,0,8,1,曇時々雨、雷を伴う,8,1,29.0,8,1,26.1,8,1,0,1,8,1,26.3,8,1,4.5,8,1,,0,1,28.2,8,1,23.5,8,1,0,8,1,29.6,8,1,21.5,0,8,1,晴後曇時々雨,8,1,33.5,8,1,27.2,8,1,0,1,8,1
2022/8/18,26.8,8,1,13.0,0,8,1,雨後晴一時曇,8,1,31.1,8,1,23.7,8,1,0,1,8,1,21.3,8,1,0.0,0,8,1,曇時々雨,8,1,22.8,8,1,19.8,8,1,0,1,8,1,27.5,8,1,7.0,0,8,1,曇時々雨後晴,8,1,31.1,8,1,23.2,8,1,0,1,8,1,24.8,8,1,31.0,8,1,,0,1,27.9,8,1,21.7,8,1,0,8,1,29.9,8,1,1.0,0,8,1,薄曇時々晴一時雨,8,1,32.7,8,1,27.3,8,1,0,1,8,1
2022/8/19,27.5,8,1,0,1,8,1,晴,8,1,32.5,8,1,22.7,8,1,0,1,8,1,23.4,8,1,0.0,0,8,1,晴,8,1,27.6,8,1,21.0,8,1,0,1,8,1,28.4,8,1,0,1,8,1,晴一時曇,8,1,32.5,8,1,24.3,8,1,0,1,8,1,26.8,8,1,0.5,8,1,,0,1,30.5,8,1,22.0,8,1,0,8,1,30.1,8,1,0.0,0,8,1,晴,8,1,32.6,8,1,28.5,8,1,0,1,8,1
2022/8/20,26.4,8,1,1.5,0,8,1,曇後時々雨,8,1,31.2,8,1,23.8,8,1,0,1,8,1,21.9,8,1,6.0,0,8,1,雨時々曇一時晴,8,1,24.9,8,1,19.5,8,1,0,1,8,1,29.7,8,1,1.0,0,8,1,曇後一時雨,8,1,33.5,8,1,27.4,8,1,0,1,8,1,27.3,8,1,6.0,8,1,,0,1,30.8,8,1,24.9,8,1,0,8,1,30.1,8,1,0.0,0,8,1,晴後一時曇,8,1,32.6,8,1,28.4,8,1,0,1,8,1
2022/8/21,26.0,8,1,1.0,0,8,1,曇一時雨,8,1,29.0,8,1,23.8,8,1,0,1,8,1,22.9,8,1,0,1,8,1,晴,8,1,29.2,8,1,16.4,8,1,0,1,8,1,28.2,8,1,21.0,0,8,1,曇時々雨後晴,8,1,33.5,8,1,24.8,8,1,0,1,8,1,26.7,8,1,56.5,8,1,,0,1,32.0,8,1,23.1,8,1,0,8,1,30.2,8,1,0,1,8,1,薄曇一時晴,8,1,33.0,8,1,28.4,8,1,0,1,8,1
2022/8/22,26.2,8,1,0.0,0,8,1,曇,8,1,29.5,8,1,23.6,8,1,0,1,8,1,23.1,8,1,0.0,0,8,1,晴後曇,8,1,29.3,8,1,16.5,8,1,0,1,8,1,29.4,8,1,0.5,0,8,1,曇時々晴後一時雨,8,1,34.2,8,1,26.3,8,1,0,1,8,1,27.0,8,1,0.0,8,1,,0,1,31.1,8,1,23.4,8,1,0,8,1,30.6,8,1,0,1,8,1,晴一時曇,8,1,33.4,8,1,28.8,8,1,0,1,8,1
2022/8/23,28.7,8,1,0,1,8,1,曇後一時晴,8,1,33.5,8,1,24.7,8,1,0,1,8,1,24.3,8,1,0.0,0,8,1,曇時々雨,8,1,28.6,8,1,20.5,8,1,0,1,8,1,30.1,8,1,0,1,8,1,晴後曇,8,1,34.5,8,1,26.7,8,1,0,1,8,1,26.1,8,1,0.0,8,1,,0,1,31.3,8,1,22.6,8,1,0,8,1,30.8,8,1,0.0,0,8,1,晴後薄曇,8,1,33.7,8,1,29.2,8,1,0,1,8,1
2022/8/24,27.8,8,1,2.0,0,8,1,曇時々雨一時晴,8,1,32.7,8,1,22.6,8,1,0,1,8,1,21.9,8,1,0.0,0,8,1,晴一時曇,8,1,25.8,8,1,18.3,8,1,0,1,8,1,28.8,8,1,0.0,0,8,1,曇,8,1,33.0,8,1,27.2,8,1,0,1,8,1,25.7,8,1,26.5,8,1,,0,1,30.1,8,1,22.5,8,1,0,8,1,30.6,8,1,0,1,8,1,薄曇一時晴,8,1,33.7,8,1,29.0,8,1,0,1,8,1
2022/8/25,25.7,8,1,0.0,0,8,1,曇,8,1,29.3,8,1,23.0,8,1,0,1,8,1,21.7,8,1,0.0,0,8,1,晴後一時薄曇,8,1,27.0,8,1,16.8,8,1,0,1,8,1,29.1,8,1,0.0,0,8,1,曇後時々晴,8,1,32.1,8,1,26.1,8,1,0,1,8,1,25.0,8,1,1.0,8,1,,0,1,29.4,8,1,20.3,8,1,0,8,1,30.5,8,1,5.5,0,8,1,晴時々曇一時雨,8,1,33.3,8,1,27.1,8,1,0,1,8,1
2022/8/26,27.0,8,1,3.5,0,8,1,曇後一時雨,8,1,31.3,8,1,24.2,8,1,0,1,8,1,22.0,8,1,0.0,0,8,1,曇一時雨後晴,8,1,26.4,8,1,19.5,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,曇後一時晴,8,1,32.7,8,1,26.4,8,1,0,1,8,1,24.1,8,1,0.0,8,1,,0,1,27.7,8,1,20.6,8,1,0,8,1,30.6,8,1,0,1,8,1,薄曇時々晴,8,1,33.3,8,1,29.1,8,1,0,1,8,1
2022/8/27,29.0,8,1,0.0,0,8,1,晴一時曇,8,1,33.9,8,1,26.5,8,1,0,1,8,1,22.4,8,1,0.0,0,8,1,曇一時雨,8,1,25.7,8,1,19.3,8,1,0,1,8,1,28.6,8,1,0.0,0,8,1,曇後晴,8,1,31.3,8,1,26.8,8,1,0,1,8,1,24.2,8,1,0.0,8,1,,0,1,30.7,8,1,20.3,8,1,0,8,1,28.7,8,1,40.0,0,8,1,曇、雷を伴う,8,1,30.8,8,1,23.9,8,1,0,1,8,1
2022/8/28,23.7,8,1,5.0,0,8,1,雨時々曇一時晴,8,1,28.1,8,1,21.4,8,1,0,1,8,1,22.4,8,1,0.0,0,8,1,曇一時晴後一時雨,8,1,26.3,8,1,18.4,8,1,0,1,8,1,26.4,8,1,0.0,0,8,1,曇後時々晴,8,1,30.6,8,1,22.8,8,1,0,1,8,1,22.7,8,1,0.0,8,1,,0,1,29.7,8,1,16.6,8,1,0,8,1,30.1,8,1,1.0,0,8,1,晴時々薄曇,8,1,33.6,8,1,26.2,8,1,0,1,8,1
2022/8/29,23.3,8,1,0.5,0,8,1,曇時々晴一時雨,8,1,28.0,8,1,18.6,8,1,0,1,8,1,21.1,8,1,0.0,0,8,1,曇一時晴,8,1,25.1,8,1,17.1,8,1,0,1,8,1,27.3,8,1,0,1,8,1,晴後時々薄曇,8,1,34.3,8,1,21.6,8,1,0,1,8,1,24.0,8,1,0.0,8,1,,0,1,31.2,8,1,16.2,8,1,0,8,1,29.9,8,1,2.0,0,8,1,晴時々雨一時曇,8,1,32.5,8,1,27.9,8,1,0,1,8,1
2022/8/30,22.8,8,1,5.0,0,8,1,曇時々雨,8,1,26.2,8,1,20.2,8,1,0,1,8,1,21.4,8,1,0.0,0,8,1,曇,8,1,24.2,8,1,18.9,8,1,0,1,8,1,27.1,8,1,6.5,0,8,1,曇一時雨,8,1,32.3,8,1,24.7,8,1,0,1,8,1,26.6,8,1,0.0,8,1,,0,1,34.3,8,1,20.7,8,1,0,8,1,30.5,8,1,0.0,0,8,1,晴一時雨,8,1,33.8,8,1,27.9,8,1,0,1,8,1
2022/8/31,27.1,8,1,1.0,0,8,1,曇後一時晴,8,1,32.5,8,1,22.3,8,1,0,1,8,1,19.3,8,1,30.0,0,8,1,雨,8,1,20.9,8,1,18.4,8,1,0,1,8,1,29.7,8,1,0.0,0,8,1,晴時々薄曇,8,1,34.5,8,1,25.2,8,1,0,1,8,1,26.8,8,1,0.0,8,1,,0,1,32.5,8,1,21.1,8,1,0,8,1,29.9,8,1,6.5,0,8,1,曇時々晴一時雨、雷を伴う,8,1,31.8,8,1,28.0,8,1,0,1,8,1
2022/9/1,27.1,8,1,23.0,0,8,1,曇時々雨一時晴、雷を伴う,8,1,32.7,8,1,23.6,8,1,0,1,8,1,20.7,8,1,0.0,0,8,1,曇時々雨,8,1,23.8,8,1,18.2,8,1,0,1,8,1,27.3,8,1,20.5,0,8,1,曇時々雨,8,1,31.4,8,1,24.1,8,1,0,1,8,1,24.8,8,1,16.5,8,1,,0,1,30.7,8,1,22.7,8,1,0,8,1,29.1,8,1,15.0,0,8,1,曇時々雨一時晴,8,1,31.6,8,1,27.0,8,1,0,1,8,1
2022/9/2,23.2,8,1,15.0,0,8,1,雨一時曇,8,1,25.1,8,1,21.4,8,1,0,1,8,1,20.2,8,1,0,1,8,1,晴一時薄曇,8,1,23.8,8,1,16.7,8,1,0,1,8,1,26.5,8,1,21.5,0,8,1,晴時々曇一時雨、雷を伴う,8,1,32.9,8,1,22.1,8,1,0,1,8,1,24.0,8,1,0.5,8,1,,0,1,27.3,8,1,21.7,8,1,0,8,1,28.8,8,1,3.0,0,8,1,曇時々晴一時雨,8,1,31.6,8,1,26.1,8,1,0,1,8,1
2022/9/3,24.6,8,1,0.0,0,8,1,曇後一時晴,8,1,29.1,8,1,21.5,8,1,0,1,8,1,18.8,8,1,0,1,8,1,薄曇,8,1,23.9,8,1,13.3,8,1,0,1,8,1,26.6,8,1,17.5,0,8,1,晴後曇一時雨,8,1,32.6,8,1,23.4,8,1,0,1,8,1,23.9,8,1,0.0,8,1,,0,1,26.1,8,1,21.1,8,1,0,8,1,26.2,8,1,143.0,0,8,1,暴風雨,8,1,28.6,8,1,24.2,8,1,0,1,8,1
2022/9/4,26.1,8,1,0.0,0,8,1,晴時々曇,8,1,31.8,8,1,23.1,8,1,0,1,8,1,20.5,8,1,0,1,8,1,晴,8,1,26.1,8,1,14.8,8,1,0,1,8,1,28.3,8,1,0.0,0,8,1,晴後一時曇,8,1,33.5,8,1,24.0,8,1,0,1,8,1,25.0,8,1,0.0,8,1,,0,1,28.0,8,1,21.9,8,1,0,8,1,27.8,8,1,79.0,0,8,1,雨一時曇、大風を伴う,8,1,28.8,8,1,24.6,8,1,0,1,8,1
2022/9/5,26.6,8,1,0,1,8,1,曇後晴,8,1,31.3,8,1,23.9,8,1,0,1,8,1,20.9,8,1,0.0,0,8,1,雨一時曇,8,1,22.1,8,1,18.7,8,1,0,1,8,1,29.3,8,1,0.0,0,8,1,晴一時曇,8,1,34.8,8,1,24.8,8,1,0,1,8,1,25.3,8,1,8.0,8,1,,0,1,27.9,8,1,23.4,8,1,0,8,1,28.1,8,1,29.0,0,8,1,雨後時々曇、大風を伴う,8,1,28.9,8,1,25.3,8,1,0,1,8,1
2022/9/6,27.8,8,1,0.0,0,8,1,晴後一時曇,8,1,32.0,8,1,23.9,8,1,0,1,8,1,22.6,8,1,6.5,0,8,1,雨一時曇、大風を伴う,8,1,24.5,8,1,21.4,8,1,0,1,8,1,29.5,8,1,1.0,0,8,1,晴後曇一時雨,8,1,34.7,8,1,24.3,8,1,0,1,8,1,23.9,8,1,5.5,8,1,,0,1,28.0,8,1,20.6,8,1,0,8,1,28.3,8,1,0.0,0,8,1,曇一時雨,8,1,30.0,8,1,27.2,8,1,0,1,8,1
