ダウンロードした時刻：2024/01/3023:37:52

,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2020/7/17,20.6,8,1,0,1,8,1,晴一時曇,8,1,25.5,8,1,16.2,8,1,0,1,8,1,23.9,8,1,8.5,0,8,1,雨時々曇,8,1,27.5,8,1,22.1,8,1,0,1,8,1,22.9,8,1,0.0,8,1,,0,1,28.6,8,1,17.5,8,1,0,8,1,26.2,8,1,82.5,0,8,1,大雨後一時曇、雷を伴う,8,1,27.7,8,1,24.5,8,1,0,1,8,1,19.3,8,1,34.5,0,8,1,雨後時々曇,8,1,20.6,8,1,18.1,8,1,0,1,8,1
2020/7/18,21.4,8,1,0,1,8,1,快晴,8,1,28.2,8,1,16.8,8,1,0,1,8,1,25.9,8,1,1.0,0,8,1,曇後一時晴,8,1,30.7,8,1,22.7,8,1,0,1,8,1,23.9,8,1,0.0,8,1,,0,1,30.0,8,1,18.9,8,1,0,8,1,27.8,8,1,9.5,0,8,1,曇時々雨,8,1,30.4,8,1,25.5,8,1,0,1,8,1,20.4,8,1,20.0,0,8,1,雨時々曇,8,1,22.0,8,1,19.2,8,1,0,1,8,1
2020/7/19,22.3,8,1,0,1,8,1,晴一時曇,8,1,28.1,8,1,17.8,8,1,0,1,8,1,27.8,8,1,0,1,8,1,晴後曇,8,1,32.8,8,1,24.7,8,1,0,1,8,1,25.4,8,1,0.0,8,1,,0,1,30.9,8,1,21.4,8,1,0,8,1,29.1,8,1,0,1,8,1,晴一時曇,8,1,31.9,8,1,26.9,8,1,0,1,8,1,24.3,8,1,0,1,8,1,晴一時曇,8,1,29.3,8,1,21.4,8,1,0,1,8,1
2020/7/20,23.9,8,1,0,1,8,1,晴後一時薄曇,8,1,28.9,8,1,20.5,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,薄曇,8,1,33.4,8,1,25.3,8,1,0,1,8,1,26.8,8,1,0.0,8,1,,0,1,30.5,8,1,24.2,8,1,0,8,1,29.7,8,1,0,1,8,1,晴,8,1,32.9,8,1,27.1,8,1,0,1,8,1,26.9,8,1,0.0,0,8,1,薄曇,8,1,31.9,8,1,23.1,8,1,0,1,8,1
2020/7/21,21.6,8,1,6.0,0,8,1,曇後雨,8,1,25.7,8,1,19.5,8,1,0,1,8,1,30.0,8,1,2.5,0,8,1,曇,8,1,34.4,8,1,26.5,8,1,0,1,8,1,26.2,8,1,7.0,8,1,,0,1,29.9,8,1,23.7,8,1,0,8,1,29.3,8,1,32.0,0,8,1,晴時々大雨,8,1,32.6,8,1,26.6,8,1,0,1,8,1,25.5,8,1,1.0,0,8,1,曇,8,1,29.0,8,1,22.5,8,1,0,1,8,1
2020/7/22,22.7,8,1,0.0,0,8,1,曇一時晴,8,1,26.7,8,1,20.0,8,1,0,1,8,1,28.8,8,1,0.5,0,8,1,曇一時晴,8,1,33.2,8,1,25.7,8,1,0,1,8,1,26.0,8,1,0.0,8,1,,0,1,30.6,8,1,22.1,8,1,0,8,1,29.3,8,1,32.0,0,8,1,晴一時大雨、雷を伴う,8,1,32.9,8,1,26.6,8,1,0,1,8,1,26.6,8,1,0.0,0,8,1,曇時々雨,8,1,29.9,8,1,24.9,8,1,0,1,8,1
2020/7/23,20.8,8,1,0.0,0,8,1,曇一時雨,8,1,23.6,8,1,19.8,8,1,0,1,8,1,27.3,8,1,0.0,0,8,1,曇,8,1,29.3,8,1,25.3,8,1,0,1,8,1,23.7,8,1,1.0,8,1,,0,1,28.2,8,1,20.5,8,1,0,8,1,29.6,8,1,0.0,0,8,1,薄曇一時晴,8,1,32.5,8,1,26.9,8,1,0,1,8,1,23.2,8,1,31.5,0,8,1,雨,8,1,26.0,8,1,22.1,8,1,0,1,8,1
2020/7/24,20.6,8,1,0.0,0,8,1,曇後時々晴,8,1,23.7,8,1,19.2,8,1,0,1,8,1,26.3,8,1,15.0,0,8,1,曇時々雨,8,1,30.3,8,1,24.0,8,1,0,1,8,1,23.3,8,1,139.5,8,1,,0,1,25.6,8,1,21.8,8,1,0,8,1,29.8,8,1,0,1,8,1,薄曇一時晴,8,1,32.4,8,1,28.2,8,1,0,1,8,1,24.5,8,1,0.0,0,8,1,曇時々雨,8,1,27.2,8,1,21.6,8,1,0,1,8,1
2020/7/25,21.3,8,1,0,1,8,1,曇時々晴,8,1,26.1,8,1,18.9,8,1,0,1,8,1,24.9,8,1,46.5,0,8,1,雨一時曇,8,1,28.0,8,1,22.9,8,1,0,1,8,1,22.0,8,1,5.0,8,1,,0,1,24.4,8,1,19.5,8,1,0,8,1,28.9,8,1,5.5,0,8,1,曇,8,1,31.5,8,1,25.2,8,1,0,1,8,1,25.1,8,1,23.5,0,8,1,雨時々曇,8,1,27.4,8,1,23.7,8,1,0,1,8,1
2020/7/26,21.7,8,1,0,1,8,1,曇一時晴,8,1,26.2,8,1,18.8,8,1,0,1,8,1,24.8,8,1,16.0,0,8,1,雨一時曇,8,1,27.2,8,1,23.4,8,1,0,1,8,1,23.0,8,1,3.0,8,1,,0,1,27.3,8,1,19.2,8,1,0,8,1,28.5,8,1,0.5,0,8,1,曇一時雨,8,1,31.9,8,1,25.8,8,1,0,1,8,1,25.6,8,1,18.5,0,8,1,曇時々雨一時晴,8,1,31.2,8,1,23.5,8,1,0,1,8,1
2020/7/27,19.2,8,1,2.0,0,8,1,曇時々雨,8,1,20.6,8,1,17.8,8,1,0,1,8,1,26.6,8,1,1.5,0,8,1,曇一時雨,8,1,30.7,8,1,23.0,8,1,0,1,8,1,24.0,8,1,10.0,8,1,,0,1,26.0,8,1,22.1,8,1,0,8,1,29.1,8,1,0.0,0,8,1,薄曇時々晴,8,1,31.8,8,1,26.5,8,1,0,1,8,1,26.3,8,1,2.0,0,8,1,曇後時々雨,8,1,30.7,8,1,23.9,8,1,0,1,8,1
2020/7/28,21.3,8,1,0,1,8,1,曇後晴,8,1,26.2,8,1,17.5,8,1,0,1,8,1,28.0,8,1,0.5,0,8,1,曇一時晴後時々雨,8,1,32.0,8,1,25.8,8,1,0,1,8,1,24.1,8,1,13.0,8,1,,0,1,28.8,8,1,21.1,8,1,0,8,1,29.6,8,1,0.0,0,8,1,晴後一時曇、雷を伴う,8,1,32.8,8,1,27.5,8,1,0,1,8,1,26.7,8,1,2.0,0,8,1,雨時々曇,8,1,31.0,8,1,23.9,8,1,0,1,8,1
2020/7/29,21.6,8,1,0,1,8,1,曇一時晴,8,1,26.2,8,1,18.9,8,1,0,1,8,1,28.5,8,1,0.0,0,8,1,曇時々晴後一時雨,8,1,32.9,8,1,26.1,8,1,0,1,8,1,25.0,8,1,0.0,8,1,,0,1,31.3,8,1,20.1,8,1,0,8,1,30.0,8,1,0.0,0,8,1,晴後一時雨,8,1,32.6,8,1,28.2,8,1,0,1,8,1,22.9,8,1,0.0,0,8,1,曇時々雨,8,1,25.6,8,1,21.3,8,1,0,1,8,1
2020/7/30,22.1,8,1,0,1,8,1,快晴,8,1,26.8,8,1,17.7,8,1,0,1,8,1,27.8,8,1,6.0,0,8,1,曇時々晴後時々雨、雷を伴う,8,1,33.5,8,1,25.9,8,1,0,1,8,1,25.9,8,1,0.0,8,1,,0,1,31.9,8,1,20.6,8,1,0,8,1,29.9,8,1,1.5,0,8,1,晴,8,1,32.5,8,1,27.6,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,曇,8,1,26.5,8,1,20.4,8,1,0,1,8,1
2020/7/31,22.6,8,1,0,1,8,1,晴,8,1,29.0,8,1,18.1,8,1,0,1,8,1,28.2,8,1,17.0,0,8,1,晴時々曇後一時雨,8,1,33.1,8,1,25.1,8,1,0,1,8,1,26.7,8,1,0.0,8,1,,0,1,32.3,8,1,21.5,8,1,0,8,1,30.0,8,1,0.0,0,8,1,晴,8,1,32.7,8,1,28.3,8,1,0,1,8,1,24.8,8,1,1.0,0,8,1,曇時々雨,8,1,29.6,8,1,22.4,8,1,0,1,8,1
2020/8/1,24.4,8,1,0,1,8,1,晴,8,1,31.3,8,1,20.0,8,1,0,1,8,1,28.9,8,1,0,1,8,1,晴時々薄曇,8,1,33.8,8,1,24.4,8,1,0,1,8,1,25.4,8,1,0.0,8,1,,0,1,32.0,8,1,20.0,8,1,0,8,1,30.0,8,1,0.0,0,8,1,晴一時雨,8,1,32.7,8,1,28.2,8,1,0,1,8,1,26.1,8,1,0.5,0,8,1,晴,8,1,31.8,8,1,21.8,8,1,0,1,8,1
2020/8/2,24.3,8,1,0,1,8,1,薄曇時々晴,8,1,28.8,8,1,20.5,8,1,0,1,8,1,29.2,8,1,0,1,8,1,曇時々晴,8,1,33.9,8,1,26.2,8,1,0,1,8,1,25.3,8,1,0.0,8,1,,0,1,32.7,8,1,19.2,8,1,0,8,1,29.8,8,1,0.5,0,8,1,薄曇一時雨,8,1,32.2,8,1,28.4,8,1,0,1,8,1,26.3,8,1,0,1,8,1,晴時々曇,8,1,31.5,8,1,22.6,8,1,0,1,8,1
2020/8/3,23.2,8,1,4.5,0,8,1,晴時々曇,8,1,26.9,8,1,21.2,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,曇,8,1,33.5,8,1,26.3,8,1,0,1,8,1,25.3,8,1,0.0,8,1,,0,1,32.7,8,1,19.9,8,1,0,8,1,30.1,8,1,0.0,0,8,1,薄曇,8,1,32.5,8,1,28.3,8,1,0,1,8,1,27.2,8,1,0,1,8,1,晴,8,1,32.3,8,1,22.3,8,1,0,1,8,1
2020/8/4,25.5,8,1,1.0,0,8,1,曇一時雨,8,1,28.7,8,1,21.8,8,1,0,1,8,1,29.6,8,1,0,1,8,1,曇時々晴,8,1,34.7,8,1,26.5,8,1,0,1,8,1,26.2,8,1,0.0,8,1,,0,1,33.3,8,1,20.9,8,1,0,8,1,30.1,8,1,0.0,0,8,1,薄曇,8,1,32.9,8,1,27.8,8,1,0,1,8,1,28.3,8,1,0,1,8,1,晴,8,1,33.1,8,1,24.5,8,1,0,1,8,1
2020/8/5,26.2,8,1,7.5,0,8,1,曇時々雨,8,1,30.2,8,1,23.8,8,1,0,1,8,1,29.8,8,1,0,1,8,1,薄曇後一時晴,8,1,33.9,8,1,26.0,8,1,0,1,8,1,26.8,8,1,0.0,8,1,,0,1,32.8,8,1,21.4,8,1,0,8,1,30.4,8,1,0.0,0,8,1,薄曇,8,1,33.3,8,1,28.5,8,1,0,1,8,1,29.1,8,1,0.0,0,8,1,晴,8,1,34.2,8,1,25.7,8,1,0,1,8,1
2020/8/6,24.6,8,1,0.5,0,8,1,曇後時々雨,8,1,27.3,8,1,22.7,8,1,0,1,8,1,29.5,8,1,0,1,8,1,晴時々薄曇,8,1,34.1,8,1,26.5,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,31.1,8,1,20.9,8,1,0,8,1,30.4,8,1,0,1,8,1,晴時々薄曇,8,1,34.7,8,1,27.6,8,1,0,1,8,1,28.5,8,1,0,1,8,1,晴時々薄曇,8,1,33.1,8,1,25.5,8,1,0,1,8,1
2020/8/7,22.7,8,1,3.5,0,8,1,曇時々雨、大風を伴う,8,1,27.2,8,1,18.4,8,1,0,1,8,1,29.8,8,1,0,1,8,1,曇,8,1,33.6,8,1,27.4,8,1,0,1,8,1,26.6,8,1,1.0,8,1,,0,1,30.5,8,1,24.0,8,1,0,8,1,30.3,8,1,0.0,0,8,1,晴、雷を伴う,8,1,33.8,8,1,28.2,8,1,0,1,8,1,29.5,8,1,0,1,8,1,薄曇,8,1,35.4,8,1,26.0,8,1,0,1,8,1
2020/8/8,20.2,8,1,0.0,0,8,1,曇後晴,8,1,23.9,8,1,17.7,8,1,0,1,8,1,30.2,8,1,0.0,0,8,1,薄曇,8,1,33.6,8,1,27.7,8,1,0,1,8,1,26.1,8,1,6.0,8,1,,0,1,30.0,8,1,21.8,8,1,0,8,1,29.2,8,1,1.5,0,8,1,晴一時雨,8,1,32.9,8,1,26.7,8,1,0,1,8,1,28.1,8,1,0,1,8,1,曇後晴,8,1,32.3,8,1,25.1,8,1,0,1,8,1
2020/8/9,22.5,8,1,0,1,8,1,曇時々晴,8,1,26.2,8,1,18.5,8,1,0,1,8,1,30.9,8,1,0,1,8,1,薄曇後一時晴,8,1,34.8,8,1,27.9,8,1,0,1,8,1,25.5,8,1,1.5,8,1,,0,1,32.5,8,1,19.9,8,1,0,8,1,27.2,8,1,56.0,0,8,1,雨一時曇,8,1,29.2,8,1,25.1,8,1,0,1,8,1,28.7,8,1,0,1,8,1,薄曇,8,1,34.7,8,1,23.4,8,1,0,1,8,1
2020/8/10,23.1,8,1,0.0,0,8,1,曇時々雨,8,1,24.8,8,1,20.8,8,1,0,1,8,1,32.0,8,1,0.0,0,8,1,晴,8,1,37.1,8,1,28.5,8,1,0,1,8,1,27.2,8,1,0.0,8,1,,0,1,31.9,8,1,22.9,8,1,0,8,1,29.4,8,1,2.0,0,8,1,曇,8,1,31.9,8,1,27.2,8,1,0,1,8,1,30.5,8,1,0,1,8,1,薄曇,8,1,35.2,8,1,26.9,8,1,0,1,8,1
2020/8/11,26.9,8,1,1.5,0,8,1,曇時々晴一時雨,8,1,31.2,8,1,22.7,8,1,0,1,8,1,31.5,8,1,0.0,0,8,1,晴,8,1,35.4,8,1,29.7,8,1,0,1,8,1,26.1,8,1,7.5,8,1,,0,1,30.1,8,1,23.2,8,1,0,8,1,29.7,8,1,0.0,0,8,1,曇,8,1,32.3,8,1,28.1,8,1,0,1,8,1,31.7,8,1,0,1,8,1,晴,8,1,37.3,8,1,27.0,8,1,0,1,8,1
2020/8/12,27.1,8,1,0.5,0,8,1,晴一時曇,8,1,32.7,8,1,22.2,8,1,0,1,8,1,31.2,8,1,0,1,8,1,晴,8,1,35.3,8,1,27.8,8,1,0,1,8,1,27.6,8,1,0.0,8,1,,0,1,31.5,8,1,24.0,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴後一時雨,8,1,33.9,8,1,28.3,8,1,0,1,8,1,30.0,8,1,0.5,0,8,1,晴後曇一時雨、雷を伴う,8,1,35.8,8,1,27.3,8,1,0,1,8,1
2020/8/13,24.2,8,1,0,1,8,1,晴後曇,8,1,28.6,8,1,20.6,8,1,0,1,8,1,31.1,8,1,0.0,0,8,1,曇後晴,8,1,34.5,8,1,28.8,8,1,0,1,8,1,26.6,8,1,0.0,8,1,,0,1,32.9,8,1,21.7,8,1,0,8,1,30.3,8,1,0,1,8,1,晴,8,1,33.2,8,1,27.9,8,1,0,1,8,1,29.4,8,1,21.5,0,8,1,晴後時々曇一時雨、雷を伴う,8,1,36.1,8,1,25.4,8,1,0,1,8,1
2020/8/14,20.2,8,1,20.0,0,8,1,曇後雨,8,1,23.9,8,1,17.9,8,1,0,1,8,1,31.6,8,1,0,1,8,1,薄曇後晴,8,1,35.9,8,1,28.0,8,1,0,1,8,1,27.2,8,1,0.0,8,1,,0,1,33.2,8,1,22.4,8,1,0,8,1,30.2,8,1,0.0,0,8,1,晴後一時曇,8,1,32.9,8,1,28.8,8,1,0,1,8,1,29.4,8,1,0.0,0,8,1,晴,8,1,34.2,8,1,24.9,8,1,0,1,8,1
2020/8/15,23.1,8,1,14.0,0,8,1,晴時々曇一時雨,8,1,28.7,8,1,18.2,8,1,0,1,8,1,32.3,8,1,0,1,8,1,晴,8,1,36.6,8,1,28.7,8,1,0,1,8,1,26.8,8,1,0.0,8,1,,0,1,33.9,8,1,20.3,8,1,0,8,1,30.0,8,1,0,1,8,1,晴,8,1,33.1,8,1,27.7,8,1,0,1,8,1,31.0,8,1,0,1,8,1,晴,8,1,36.1,8,1,26.9,8,1,0,1,8,1
2020/8/16,23.2,8,1,0.0,0,8,1,曇後一時晴,8,1,26.8,8,1,20.8,8,1,0,1,8,1,32.8,8,1,0,1,8,1,晴,8,1,37.7,8,1,28.2,8,1,0,1,8,1,26.9,8,1,0.0,8,1,,0,1,34.5,8,1,20.6,8,1,0,8,1,30.0,8,1,0.0,0,8,1,晴,8,1,32.7,8,1,28.1,8,1,0,1,8,1,31.2,8,1,0.0,0,8,1,晴、雷を伴う,8,1,35.4,8,1,28.0,8,1,0,1,8,1
2020/8/17,23.7,8,1,0.0,0,8,1,曇時々晴,8,1,29.7,8,1,21.0,8,1,0,1,8,1,32.4,8,1,0,1,8,1,晴一時薄曇,8,1,37.1,8,1,28.5,8,1,0,1,8,1,27.5,8,1,0.0,8,1,,0,1,35.2,8,1,21.1,8,1,0,8,1,30.2,8,1,0,1,8,1,晴,8,1,32.9,8,1,28.3,8,1,0,1,8,1,30.8,8,1,0.0,0,8,1,曇後一時晴,8,1,36.5,8,1,27.2,8,1,0,1,8,1
2020/8/18,24.0,8,1,0.0,0,8,1,曇一時晴,8,1,29.6,8,1,19.3,8,1,0,1,8,1,31.5,8,1,0,1,8,1,薄曇時々晴,8,1,37.1,8,1,28.2,8,1,0,1,8,1,27.2,8,1,0.0,8,1,,0,1,34.9,8,1,20.0,8,1,0,8,1,30.5,8,1,0,1,8,1,晴,8,1,33.9,8,1,28.6,8,1,0,1,8,1,30.3,8,1,0,1,8,1,晴一時曇,8,1,34.3,8,1,27.8,8,1,0,1,8,1
2020/8/19,27.4,8,1,0.0,0,8,1,晴一時曇,8,1,34.3,8,1,21.9,8,1,0,1,8,1,31.1,8,1,0,1,8,1,晴一時薄曇,8,1,37.4,8,1,26.4,8,1,0,1,8,1,26.9,8,1,0.0,8,1,,0,1,35.0,8,1,19.4,8,1,0,8,1,30.3,8,1,0,1,8,1,晴,8,1,33.7,8,1,28.3,8,1,0,1,8,1,29.0,8,1,0,1,8,1,晴時々薄曇,8,1,34.2,8,1,25.6,8,1,0,1,8,1
2020/8/20,21.9,8,1,0.5,0,8,1,曇時々雨,8,1,26.6,8,1,18.7,8,1,0,1,8,1,32.0,8,1,0,1,8,1,晴時々薄曇,8,1,37.4,8,1,28.6,8,1,0,1,8,1,27.4,8,1,0.0,8,1,,0,1,34.7,8,1,20.7,8,1,0,8,1,30.5,8,1,0.0,0,8,1,晴,8,1,33.7,8,1,28.5,8,1,0,1,8,1,29.7,8,1,0,1,8,1,晴,8,1,34.8,8,1,25.8,8,1,0,1,8,1
2020/8/21,19.9,8,1,0,1,8,1,曇,8,1,23.6,8,1,17.3,8,1,0,1,8,1,31.8,8,1,16.0,0,8,1,晴後一時雨、雷を伴う,8,1,38.6,8,1,25.1,8,1,0,1,8,1,26.6,8,1,0.0,8,1,,0,1,34.0,8,1,21.9,8,1,0,8,1,30.3,8,1,1.0,0,8,1,晴一時雨,8,1,33.8,8,1,28.4,8,1,0,1,8,1,30.1,8,1,0,1,8,1,晴,8,1,36.0,8,1,26.0,8,1,0,1,8,1
2020/8/22,20.4,8,1,0,1,8,1,薄曇後晴,8,1,27.1,8,1,15.7,8,1,0,1,8,1,29.8,8,1,0.0,0,8,1,晴後一時雨、雷を伴う,8,1,37.4,8,1,26.4,8,1,0,1,8,1,23.9,8,1,29.5,8,1,,0,1,32.1,8,1,20.5,8,1,0,8,1,29.1,8,1,3.0,0,8,1,曇一時雨,8,1,32.9,8,1,26.5,8,1,0,1,8,1,29.3,8,1,0.0,0,8,1,晴時々曇,8,1,35.2,8,1,24.0,8,1,0,1,8,1
2020/8/23,20.9,8,1,0,1,8,1,晴,8,1,27.3,8,1,15.1,8,1,0,1,8,1,30.0,8,1,0,1,8,1,晴時々薄曇,8,1,35.8,8,1,25.2,8,1,0,1,8,1,24.4,8,1,0.0,8,1,,0,1,31.6,8,1,19.8,8,1,0,8,1,27.2,8,1,71.5,0,8,1,曇時々大雨、雷を伴う,8,1,29.8,8,1,24.5,8,1,0,1,8,1,25.6,8,1,38.0,0,8,1,曇時々大雨、雷を伴う,8,1,29.4,8,1,23.2,8,1,0,1,8,1
2020/8/24,23.1,8,1,0,1,8,1,晴,8,1,29.5,8,1,16.9,8,1,0,1,8,1,30.6,8,1,0.0,0,8,1,晴一時曇,8,1,35.7,8,1,27.8,8,1,0,1,8,1,25.2,8,1,6.0,8,1,,0,1,34.3,8,1,19.4,8,1,0,8,1,27.3,8,1,103.5,0,8,1,暴風雨、雷を伴う,8,1,28.7,8,1,24.4,8,1,0,1,8,1,27.2,8,1,0.0,0,8,1,晴一時曇,8,1,32.3,8,1,23.0,8,1,0,1,8,1
2020/8/25,23.7,8,1,0,1,8,1,晴時々曇,8,1,28.0,8,1,21.2,8,1,0,1,8,1,30.6,8,1,0,1,8,1,晴,8,1,36.0,8,1,27.5,8,1,0,1,8,1,26.0,8,1,1.0,8,1,,0,1,30.2,8,1,22.7,8,1,0,8,1,29.2,8,1,0.0,0,8,1,曇,8,1,30.5,8,1,27.5,8,1,0,1,8,1,27.8,8,1,0,1,8,1,晴,8,1,32.2,8,1,24.8,8,1,0,1,8,1
2020/8/26,26.3,8,1,0,1,8,1,晴,8,1,31.5,8,1,22.7,8,1,0,1,8,1,30.9,8,1,0,1,8,1,晴,8,1,37.0,8,1,26.7,8,1,0,1,8,1,25.3,8,1,4.0,8,1,,0,1,29.7,8,1,23.5,8,1,0,8,1,26.4,8,1,65.0,0,8,1,大雨時々曇、雷を伴う,8,1,28.0,8,1,24.5,8,1,0,1,8,1,28.8,8,1,0,1,8,1,晴,8,1,34.0,8,1,24.3,8,1,0,1,8,1
2020/8/27,26.3,8,1,0,1,8,1,晴,8,1,32.6,8,1,22.5,8,1,0,1,8,1,28.7,8,1,40.5,0,8,1,晴後曇時々大雨、雷を伴う,8,1,35.4,8,1,26.3,8,1,0,1,8,1,25.4,8,1,1.5,8,1,,0,1,31.3,8,1,22.5,8,1,0,8,1,27.6,8,1,1.0,0,8,1,曇,8,1,29.0,8,1,26.3,8,1,0,1,8,1,29.3,8,1,0.0,0,8,1,晴一時雨,8,1,33.6,8,1,26.3,8,1,0,1,8,1
2020/8/28,27.3,8,1,0,1,8,1,晴一時薄曇,8,1,33.1,8,1,22.3,8,1,0,1,8,1,29.3,8,1,0.0,0,8,1,曇一時雨後晴,8,1,33.4,8,1,25.9,8,1,0,1,8,1,25.6,8,1,0.0,8,1,,0,1,30.0,8,1,22.4,8,1,0,8,1,28.6,8,1,0.0,0,8,1,薄曇後一時晴,8,1,31.9,8,1,25.6,8,1,0,1,8,1,30.2,8,1,0,1,8,1,晴一時曇,8,1,34.5,8,1,27.0,8,1,0,1,8,1
2020/8/29,22.8,8,1,6.5,0,8,1,曇時々雨,8,1,28.0,8,1,17.3,8,1,0,1,8,1,30.4,8,1,40.0,0,8,1,晴,8,1,36.7,8,1,25.5,8,1,0,1,8,1,26.7,8,1,0.0,8,1,,0,1,33.6,8,1,20.3,8,1,0,8,1,29.5,8,1,3.0,0,8,1,晴,8,1,32.7,8,1,27.3,8,1,0,1,8,1,30.3,8,1,0,1,8,1,晴,8,1,35.0,8,1,26.9,8,1,0,1,8,1
2020/8/30,16.1,8,1,61.5,0,8,1,大雨,8,1,20.3,8,1,13.4,8,1,0,1,8,1,30.7,8,1,18.0,0,8,1,晴後一時雨,8,1,37.0,8,1,26.7,8,1,0,1,8,1,26.2,8,1,0.0,8,1,,0,1,33.1,8,1,20.2,8,1,0,8,1,29.6,8,1,1.0,0,8,1,晴一時雨,8,1,32.4,8,1,27.4,8,1,0,1,8,1,30.0,8,1,0,1,8,1,晴,8,1,34.9,8,1,26.6,8,1,0,1,8,1
2020/8/31,17.4,8,1,2.5,0,8,1,曇,8,1,21.7,8,1,13.2,8,1,0,1,8,1,31.1,8,1,0.0,0,8,1,晴後一時雨、雷を伴う,8,1,37.6,8,1,26.5,8,1,0,1,8,1,26.4,8,1,0.0,8,1,,0,1,34.0,8,1,20.7,8,1,0,8,1,28.2,8,1,61.0,0,8,1,暴風雨,8,1,29.8,8,1,26.8,8,1,0,1,8,1,27.5,8,1,1.0,0,8,1,曇時々晴,8,1,32.6,8,1,22.7,8,1,0,1,8,1
2020/9/1,19.7,8,1,0,1,8,1,晴一時曇,8,1,23.7,8,1,16.9,8,1,0,1,8,1,29.9,8,1,5.0,0,8,1,晴後曇一時雨、雷を伴う,8,1,35.6,8,1,27.0,8,1,0,1,8,1,26.5,8,1,0.0,8,1,,0,1,31.2,8,1,23.5,8,1,0,8,1,27.6,8,1,84.5,0,8,1,暴風雨,8,1,28.7,8,1,26.3,8,1,0,1,8,1,24.9,8,1,1.0,0,8,1,曇,8,1,27.4,8,1,21.9,8,1,0,1,8,1
2020/9/2,21.8,8,1,0.0,0,8,1,晴後曇,8,1,25.0,8,1,19.0,8,1,0,1,8,1,29.5,8,1,1.5,0,8,1,曇一時晴後一時雨、雷を伴う,8,1,34.8,8,1,27.4,8,1,0,1,8,1,25.8,8,1,9.0,8,1,,0,1,29.3,8,1,23.5,8,1,0,8,1,29.0,8,1,3.5,0,8,1,曇一時雨,8,1,30.9,8,1,26.4,8,1,0,1,8,1,26.8,8,1,7.5,0,8,1,曇時々晴一時雨、雷を伴う,8,1,32.1,8,1,24.0,8,1,0,1,8,1
2020/9/3,23.3,8,1,0.0,0,8,1,雨時々曇,8,1,26.7,8,1,21.2,8,1,0,1,8,1,30.2,8,1,0.0,0,8,1,曇一時雨,8,1,32.8,8,1,28.4,8,1,0,1,8,1,24.7,8,1,6.0,8,1,,0,1,28.5,8,1,21.4,8,1,0,8,1,28.7,8,1,0,1,8,1,晴後曇,8,1,32.3,8,1,27.2,8,1,0,1,8,1,28.4,8,1,3.5,0,8,1,晴時々曇一時雨,8,1,32.7,8,1,26.4,8,1,0,1,8,1
2020/9/4,25.5,8,1,0,1,8,1,曇時々晴,8,1,30.3,8,1,23.1,8,1,0,1,8,1,28.4,8,1,3.5,0,8,1,曇時々雨一時晴,8,1,32.2,8,1,25.8,8,1,0,1,8,1,22.5,8,1,3.0,8,1,,0,1,28.6,8,1,19.0,8,1,0,8,1,28.2,8,1,2.5,0,8,1,晴後一時雨,8,1,32.0,8,1,26.8,8,1,0,1,8,1,29.3,8,1,0.0,0,8,1,晴,8,1,35.1,8,1,25.1,8,1,0,1,8,1
2020/9/5,25.0,8,1,0.0,0,8,1,曇後晴,8,1,29.4,8,1,23.2,8,1,0,1,8,1,29.2,8,1,0.5,0,8,1,晴後一時曇、雷を伴う,8,1,35.9,8,1,25.6,8,1,0,1,8,1,24.2,8,1,2.5,8,1,,0,1,29.0,8,1,19.2,8,1,0,8,1,27.0,8,1,13.5,0,8,1,曇一時雨,8,1,29.4,8,1,25.4,8,1,0,1,8,1,28.6,8,1,8.5,0,8,1,晴一時曇,8,1,34.2,8,1,25.3,8,1,0,1,8,1
2020/9/6,24.4,8,1,0.0,0,8,1,晴時々曇,8,1,28.4,8,1,21.8,8,1,0,1,8,1,27.7,8,1,10.0,0,8,1,曇時々晴一時雨,8,1,34.0,8,1,24.7,8,1,0,1,8,1,23.9,8,1,90.0,8,1,,0,1,25.4,8,1,22.3,8,1,0,8,1,26.1,8,1,16.0,0,8,1,雨時々曇,8,1,27.4,8,1,24.2,8,1,0,1,8,1,25.7,8,1,25.5,0,8,1,曇時々雨一時晴、雷を伴う,8,1,29.5,8,1,22.5,8,1,0,1,8,1
